"measure_id","measure_name","location_id","location_name","FIPS","cause_id","cause_name","sex_id","sex","age_id","age_name","year_id","metric","mx","lower","upper"
1,"Deaths",568,"Vermont",50,508,"Chronic respiratory diseases",1,"Male",27,"Age-standardized",1980,"Rate",87.3417195539822,83.9982251668119,90.7979775177424
1,"Deaths",568,"Vermont",50,508,"Chronic respiratory diseases",1,"Male",27,"Age-standardized",1981,"Rate",85.3233874683103,81.9221596555012,88.8384005252322
1,"Deaths",568,"Vermont",50,508,"Chronic respiratory diseases",1,"Male",27,"Age-standardized",1982,"Rate",84.5848784546405,81.4175674602648,87.8670978807452
1,"Deaths",568,"Vermont",50,508,"Chronic respiratory diseases",1,"Male",27,"Age-standardized",1983,"Rate",85.4724763664519,82.506155123237,88.60106514376
1,"Deaths",568,"Vermont",50,508,"Chronic respiratory diseases",1,"Male",27,"Age-standardized",1984,"Rate",84.8939288297922,82.0548619115972,87.9392040292536
1,"Deaths",568,"Vermont",50,508,"Chronic respiratory diseases",1,"Male",27,"Age-standardized",1985,"Rate",86.4009655097536,83.3210177745992,89.4645883557049
1,"Deaths",568,"Vermont",50,508,"Chronic respiratory diseases",1,"Male",27,"Age-standardized",1986,"Rate",85.754518004216,82.8580470017578,88.7398615472054
1,"Deaths",568,"Vermont",50,508,"Chronic respiratory diseases",1,"Male",27,"Age-standardized",1987,"Rate",85.5029650611848,82.5430450127252,88.2270165235426
1,"Deaths",568,"Vermont",50,508,"Chronic respiratory diseases",1,"Male",27,"Age-standardized",1988,"Rate",85.5391655378434,82.6572025228856,88.3965185373183
1,"Deaths",568,"Vermont",50,508,"Chronic respiratory diseases",1,"Male",27,"Age-standardized",1989,"Rate",83.6367261473613,80.9554428052964,86.6416957742662
1,"Deaths",568,"Vermont",50,508,"Chronic respiratory diseases",1,"Male",27,"Age-standardized",1990,"Rate",82.3052244723939,79.7629763787601,85.1513064109266
1,"Deaths",568,"Vermont",50,508,"Chronic respiratory diseases",1,"Male",27,"Age-standardized",1991,"Rate",80.9358893613157,78.4362794278795,83.7442129638896
1,"Deaths",568,"Vermont",50,508,"Chronic respiratory diseases",1,"Male",27,"Age-standardized",1992,"Rate",81.1046088767844,78.5449314891284,83.9080590103269
1,"Deaths",568,"Vermont",50,508,"Chronic respiratory diseases",1,"Male",27,"Age-standardized",1993,"Rate",82.0421625612292,79.5654582452105,85.0170444197523
1,"Deaths",568,"Vermont",50,508,"Chronic respiratory diseases",1,"Male",27,"Age-standardized",1994,"Rate",81.0226810995979,78.4167879256438,83.9042616401801
1,"Deaths",568,"Vermont",50,508,"Chronic respiratory diseases",1,"Male",27,"Age-standardized",1995,"Rate",81.2997669173137,78.7035936556077,84.1398964684166
1,"Deaths",568,"Vermont",50,508,"Chronic respiratory diseases",1,"Male",27,"Age-standardized",1996,"Rate",79.9003688969194,77.3563037328194,82.4672237846667
1,"Deaths",568,"Vermont",50,508,"Chronic respiratory diseases",1,"Male",27,"Age-standardized",1997,"Rate",79.7613029249144,77.1396295135244,82.5980044828414
1,"Deaths",568,"Vermont",50,508,"Chronic respiratory diseases",1,"Male",27,"Age-standardized",1998,"Rate",79.2091078380223,76.6157529131162,81.8928077424753
1,"Deaths",568,"Vermont",50,508,"Chronic respiratory diseases",1,"Male",27,"Age-standardized",1999,"Rate",79.8556789485165,77.4258492592442,82.3108119569785
1,"Deaths",568,"Vermont",50,508,"Chronic respiratory diseases",1,"Male",27,"Age-standardized",2000,"Rate",79.6971673956509,77.2447619047045,82.1318087493718
1,"Deaths",568,"Vermont",50,508,"Chronic respiratory diseases",1,"Male",27,"Age-standardized",2001,"Rate",78.627287412496,76.1522155422538,80.9547033121847
1,"Deaths",568,"Vermont",50,508,"Chronic respiratory diseases",1,"Male",27,"Age-standardized",2002,"Rate",77.730424031791,75.2810092651625,80.353717520431
1,"Deaths",568,"Vermont",50,508,"Chronic respiratory diseases",1,"Male",27,"Age-standardized",2003,"Rate",75.7925758243289,73.4817603280981,78.4318176131561
1,"Deaths",568,"Vermont",50,508,"Chronic respiratory diseases",1,"Male",27,"Age-standardized",2004,"Rate",74.0445221771899,71.7327080036127,76.5738791450665
