"measure_id","measure_name","location_id","location_name","FIPS","cause_id","cause_name","sex_id","sex","age_id","age_name","year_id","metric","mx","lower","upper"
1,"Deaths",529,"Connecticut",9,508,"Chronic respiratory diseases",1,"Male",27,"Age-standardized",1980,"Rate",56.7453881058616,54.6510167260635,58.9069911211035
1,"Deaths",529,"Connecticut",9,508,"Chronic respiratory diseases",1,"Male",27,"Age-standardized",1981,"Rate",56.0060158794643,53.9479861701852,58.066219831031
1,"Deaths",529,"Connecticut",9,508,"Chronic respiratory diseases",1,"Male",27,"Age-standardized",1982,"Rate",55.2261009164383,53.3236749066124,57.4252989223695
1,"Deaths",529,"Connecticut",9,508,"Chronic respiratory diseases",1,"Male",27,"Age-standardized",1983,"Rate",56.7506994194647,54.7236295876078,58.8172398759884
1,"Deaths",529,"Connecticut",9,508,"Chronic respiratory diseases",1,"Male",27,"Age-standardized",1984,"Rate",57.0172281249641,55.2090323137875,59.01091980782
1,"Deaths",529,"Connecticut",9,508,"Chronic respiratory diseases",1,"Male",27,"Age-standardized",1985,"Rate",56.6182671054943,54.8778620697652,58.5701130526282
1,"Deaths",529,"Connecticut",9,508,"Chronic respiratory diseases",1,"Male",27,"Age-standardized",1986,"Rate",56.1364861950267,54.3467366589616,58.1133506623155
1,"Deaths",529,"Connecticut",9,508,"Chronic respiratory diseases",1,"Male",27,"Age-standardized",1987,"Rate",56.1280169455818,54.3575317616528,57.9813483175613
1,"Deaths",529,"Connecticut",9,508,"Chronic respiratory diseases",1,"Male",27,"Age-standardized",1988,"Rate",57.0304204317694,55.2032902545996,58.8528303567409
1,"Deaths",529,"Connecticut",9,508,"Chronic respiratory diseases",1,"Male",27,"Age-standardized",1989,"Rate",56.3668280763017,54.673382808848,58.3424674500376
1,"Deaths",529,"Connecticut",9,508,"Chronic respiratory diseases",1,"Male",27,"Age-standardized",1990,"Rate",54.8011241954877,53.1514124012577,56.6739917562906
1,"Deaths",529,"Connecticut",9,508,"Chronic respiratory diseases",1,"Male",27,"Age-standardized",1991,"Rate",55.702248125653,54.1665025362273,57.5740760390291
1,"Deaths",529,"Connecticut",9,508,"Chronic respiratory diseases",1,"Male",27,"Age-standardized",1992,"Rate",56.6983794645038,55.0102866580997,58.7388643508612
1,"Deaths",529,"Connecticut",9,508,"Chronic respiratory diseases",1,"Male",27,"Age-standardized",1993,"Rate",55.2471132039036,53.4421471293724,57.2059782092592
1,"Deaths",529,"Connecticut",9,508,"Chronic respiratory diseases",1,"Male",27,"Age-standardized",1994,"Rate",56.952948578924,55.1611922750787,58.8834273134272
1,"Deaths",529,"Connecticut",9,508,"Chronic respiratory diseases",1,"Male",27,"Age-standardized",1995,"Rate",57.1325601171671,55.3102154377912,59.1006249239744
1,"Deaths",529,"Connecticut",9,508,"Chronic respiratory diseases",1,"Male",27,"Age-standardized",1996,"Rate",56.4850172552894,54.6554934834928,58.4823853471535
1,"Deaths",529,"Connecticut",9,508,"Chronic respiratory diseases",1,"Male",27,"Age-standardized",1997,"Rate",55.8302280235701,54.0456983587931,57.7029845025991
1,"Deaths",529,"Connecticut",9,508,"Chronic respiratory diseases",1,"Male",27,"Age-standardized",1998,"Rate",56.0178455814781,54.3170920617421,57.9089580280361
1,"Deaths",529,"Connecticut",9,508,"Chronic respiratory diseases",1,"Male",27,"Age-standardized",1999,"Rate",57.6297303616867,55.9059612906191,59.4292783096683
1,"Deaths",529,"Connecticut",9,508,"Chronic respiratory diseases",1,"Male",27,"Age-standardized",2000,"Rate",58.5780497296427,56.9104548430879,60.3777360993367
1,"Deaths",529,"Connecticut",9,508,"Chronic respiratory diseases",1,"Male",27,"Age-standardized",2001,"Rate",57.4637834455365,55.7720735663001,59.2198722605697
1,"Deaths",529,"Connecticut",9,508,"Chronic respiratory diseases",1,"Male",27,"Age-standardized",2002,"Rate",57.5326579845527,55.8006498231958,59.4382731007963
1,"Deaths",529,"Connecticut",9,508,"Chronic respiratory diseases",1,"Male",27,"Age-standardized",2003,"Rate",56.1760828619555,54.5281595417078,57.9420581162589
1,"Deaths",529,"Connecticut",9,508,"Chronic respiratory diseases",1,"Male",27,"Age-standardized",2004,"Rate",55.1591971937373,53.3923716654218,57.0078221132302
1,"Deaths",529,"Connecticut",9,508,"Chronic respiratory diseases",1,"Male",27,"Age-standardized",2005,"Rate",55.3130012488888,53.5993693249313,57.2350883939437
1,"Deaths",529,"Connecticut",9,508,"Chronic respiratory diseases",1,"Male",27,"Age-standardized",2006,"Rate",54.7769297220433,53.0653688203324,56.6803142791798
1,"Deaths",529,"Connecticut",9,508,"Chronic respiratory diseases",1,"Male",27,"Age-standardized",2007,"Rate",53.3744895528527,51.665960550075,55.2483032347488
1,"Deaths",529,"Connecticut",9,508,"Chronic respiratory diseases",1,"Male",27,"Age-standardized",2008,"Rate",53.0844891913184,51.3177837462497,54.9087123363
1,"Deaths",529,"Connecticut",9,508,"Chronic respiratory diseases",1,"Male",27,"Age-standardized",2009,"Rate",51.7414196854631,50.0731146291195,53.5034343400823
1,"Deaths",529,"Connecticut",9,508,"Chronic respiratory diseases",1,"Male",27,"Age-standardized",2010,"Rate",50.6665542226238,48.9746240920196,52.3344677470626
1,"Deaths",529,"Connecticut",9,508,"Chronic respiratory diseases",1,"Male",27,"Age-standardized",2011,"Rate",51.7782849027191,49.9085675507032,53.5447585303863
1,"Deaths",529,"Connecticut",9,508,"Chronic respiratory diseases",1,"Male",27,"Age-standardized",2012,"Rate",51.6555712819784,49.888728121233,53.4503218497616
1,"Deaths",529,"Connecticut",9,508,"Chronic respiratory diseases",1,"Male",27,"Age-standardized",2013,"Rate",50.538125309643,48.6839941634586,52.4410523440327
1,"Deaths",529,"Connecticut",9,508,"Chronic respiratory diseases",1,"Male",27,"Age-standardized",2014,"Rate",51.4022827268246,49.3560739620421,53.3885766193015
1,"Deaths",529,"Connecticut",9,508,"Chronic respiratory diseases",2,"Female",27,"Age-standardized",1980,"Rate",22.6983925385564,21.7546544960118,23.645610728574
1,"Deaths",529,"Connecticut",9,508,"Chronic respiratory diseases",2,"Female",27,"Age-standardized",1981,"Rate",22.6980575486285,21.769439275514,23.6085741317531
1,"Deaths",529,"Connecticut",9,508,"Chronic respiratory diseases",2,"Female",27,"Age-standardized",1982,"Rate",22.5121971824993,21.6194943478205,23.4267481495503
1,"Deaths",529,"Connecticut",9,508,"Chronic respiratory diseases",2,"Female",27,"Age-standardized",1983,"Rate",23.2622527015504,22.3704973804447,24.1074471324919
1,"Deaths",529,"Connecticut",9,508,"Chronic respiratory diseases",2,"Female",27,"Age-standardized",1984,"Rate",24.0383061376047,23.1374830035906,24.9335470205116
