"measure_id","measure_name","location_id","location_name","FIPS","cause_id","cause_name","sex_id","sex","age_id","age_name","year_id","metric","mx","lower","upper"
1,"Deaths",562,"Rhode Island",44,508,"Chronic respiratory diseases",1,"Male",27,"Age-standardized",1980,"Rate",63.0464659278313,60.2175505249414,66.1036643033543
1,"Deaths",562,"Rhode Island",44,508,"Chronic respiratory diseases",1,"Male",27,"Age-standardized",1981,"Rate",61.3149126100052,58.7162297544238,63.9605732024984
1,"Deaths",562,"Rhode Island",44,508,"Chronic respiratory diseases",1,"Male",27,"Age-standardized",1982,"Rate",62.6307729562709,60.0442419990613,65.3427809173985
1,"Deaths",562,"Rhode Island",44,508,"Chronic respiratory diseases",1,"Male",27,"Age-standardized",1983,"Rate",61.3430018639142,58.987679074986,63.9345531977732
1,"Deaths",562,"Rhode Island",44,508,"Chronic respiratory diseases",1,"Male",27,"Age-standardized",1984,"Rate",62.3750032894755,59.9392418798868,64.7908322313356
1,"Deaths",562,"Rhode Island",44,508,"Chronic respiratory diseases",1,"Male",27,"Age-standardized",1985,"Rate",62.3835536740919,60.0091498024609,64.9491643566212
1,"Deaths",562,"Rhode Island",44,508,"Chronic respiratory diseases",1,"Male",27,"Age-standardized",1986,"Rate",62.4274875035457,60.0881601304517,64.8932317944962
1,"Deaths",562,"Rhode Island",44,508,"Chronic respiratory diseases",1,"Male",27,"Age-standardized",1987,"Rate",62.4242145588663,60.0124249788689,64.8744489053813
1,"Deaths",562,"Rhode Island",44,508,"Chronic respiratory diseases",1,"Male",27,"Age-standardized",1988,"Rate",62.2592443066311,59.9645502842332,64.6145549055455
1,"Deaths",562,"Rhode Island",44,508,"Chronic respiratory diseases",1,"Male",27,"Age-standardized",1989,"Rate",60.4540323056908,58.1098519828885,62.9233489716564
1,"Deaths",562,"Rhode Island",44,508,"Chronic respiratory diseases",1,"Male",27,"Age-standardized",1990,"Rate",60.987388140049,58.7228376180888,63.3350854214311
1,"Deaths",562,"Rhode Island",44,508,"Chronic respiratory diseases",1,"Male",27,"Age-standardized",1991,"Rate",58.7443169953232,56.6210987334326,61.1736947691129
1,"Deaths",562,"Rhode Island",44,508,"Chronic respiratory diseases",1,"Male",27,"Age-standardized",1992,"Rate",59.3755420827535,57.2967764691754,61.7313579864429
1,"Deaths",562,"Rhode Island",44,508,"Chronic respiratory diseases",1,"Male",27,"Age-standardized",1993,"Rate",61.4053004421307,59.2077062391957,63.8380959657449
1,"Deaths",562,"Rhode Island",44,508,"Chronic respiratory diseases",1,"Male",27,"Age-standardized",1994,"Rate",60.6047214181258,58.2444693925019,63.0116460680073
1,"Deaths",562,"Rhode Island",44,508,"Chronic respiratory diseases",1,"Male",27,"Age-standardized",1995,"Rate",61.9514779572029,59.6150480319071,64.4087981252593
1,"Deaths",562,"Rhode Island",44,508,"Chronic respiratory diseases",1,"Male",27,"Age-standardized",1996,"Rate",59.0689395217427,56.9317745590734,61.3784576488243
1,"Deaths",562,"Rhode Island",44,508,"Chronic respiratory diseases",1,"Male",27,"Age-standardized",1997,"Rate",60.9074046948431,58.564584015734,63.2519977774626
1,"Deaths",562,"Rhode Island",44,508,"Chronic respiratory diseases",1,"Male",27,"Age-standardized",1998,"Rate",60.6663832508662,58.4579753285774,63.043407594415
1,"Deaths",562,"Rhode Island",44,508,"Chronic respiratory diseases",1,"Male",27,"Age-standardized",1999,"Rate",61.6397231673674,59.5371450972743,64.1341228917558
1,"Deaths",562,"Rhode Island",44,508,"Chronic respiratory diseases",1,"Male",27,"Age-standardized",2000,"Rate",61.2043767007117,58.9594347964479,63.4431232641578
1,"Deaths",562,"Rhode Island",44,508,"Chronic respiratory diseases",1,"Male",27,"Age-standardized",2001,"Rate",61.8621807047773,59.6262292149946,64.0168133139519
1,"Deaths",562,"Rhode Island",44,508,"Chronic respiratory diseases",1,"Male",27,"Age-standardized",2002,"Rate",62.3160980913821,60.2010417964329,64.6755286890434
1,"Deaths",562,"Rhode Island",44,508,"Chronic respiratory diseases",1,"Male",27,"Age-standardized",2003,"Rate",60.835638338565,58.8029827858793,62.9997739444174
1,"Deaths",562,"Rhode Island",44,508,"Chronic respiratory diseases",1,"Male",27,"Age-standardized",2004,"Rate",59.1268145844424,56.9917897393352,61.3004441589352
1,"Deaths",562,"Rhode Island",44,508,"Chronic respiratory diseases",1,"Male",27,"Age-standardized",2005,"Rate",59.3149383375737,57.119780884396,61.6445066373121
1,"Deaths",562,"Rhode Island",44,508,"Chronic respiratory diseases",1,"Male",27,"Age-standardized",2006,"Rate",58.2626950166201,56.0687139082388,60.4816861760459
1,"Deaths",562,"Rhode Island",44,508,"Chronic respiratory diseases",1,"Male",27,"Age-standardized",2007,"Rate",55.9378755278985,53.7017661283005,57.946280063309
1,"Deaths",562,"Rhode Island",44,508,"Chronic respiratory diseases",1,"Male",27,"Age-standardized",2008,"Rate",56.7899904841861,54.7090724764144,58.8531352463253
1,"Deaths",562,"Rhode Island",44,508,"Chronic respiratory diseases",1,"Male",27,"Age-standardized",2009,"Rate",55.028969995593,52.9819976126922,57.148876841423
